subscriber_id,signup_date,plan_tier,region,churn
sub_01234,2023-12-28,Basic,APAC,1
sub_01235,2024-03-17,Basic,North America,0
sub_01236,2024-10-11,Standard,Latin America,0
sub_01237,2025-06-13,Basic,Europe,1
sub_01238,2025-03-20,Standard,Europe,0
sub_01239,2024-11-15,Standard,Latin America,1
sub_01240,2025-05-18,Standard,North America,0
sub_01241,2024-06-18,Basic,APAC,0
sub_01242,2023-12-08,Premium,Europe,1
sub_01243,2023-07-28,Basic,APAC,0
sub_01244,2024-07-01,Premium,APAC,1
sub_01245,2023-09-29,Basic,Europe,0
sub_01246,2023-07-12,Premium,North America,0
sub_01247,2023-10-10,Basic,North America,1
sub_01248,2024-07-19,Basic,Latin America,0
sub_01249,2024-10-27,Standard,Latin America,0
sub_01250,2023-07-17,Basic,Latin America,1
sub_01251,2024-12-25,Basic,North America,0
sub_01252,2024-08-26,Standard,North America,0
sub_01253,2025-04-24,Premium,APAC,0
sub_01254,2023-11-26,Basic,APAC,0
sub_01255,2024-03-08,Premium,North America,0
sub_01256,2025-04-17,Premium,Europe,1
sub_01257,2025-01-09,Premium,North America,0
sub_01258,2024-05-15,Standard,Europe,1
sub_01259,2024-05-26,Standard,North America,1
sub_01260,2023-11-20,Standard,North America,1
sub_01261,2024-12-08,Standard,North America,0
sub_01262,2023-08-24,Premium,Latin America,1
sub_01263,2024-08-02,Basic,APAC,0
sub_01264,2023-11-06,Basic,Latin America,0
sub_01265,2024-12-28,Basic,Europe,1
sub_01266,2025-05-21,Premium,North America,1
sub_01267,2025-05-08,Standard,North America,0
sub_01268,2024-09-23,Standard,Europe,0
sub_01269,2023-08-04,Premium,North America,1
sub_01270,2025-05-13,Premium,APAC,1
sub_01271,2024-09-25,Basic,APAC,1
sub_01272,2025-03-30,Premium,APAC,1
sub_01273,2023-08-19,Premium,North America,1
sub_01274,2024-02-19,Basic,Europe,0
sub_01275,2023-12-18,Premium,North America,0
sub_01276,2024-01-23,Basic,North America,1
sub_01277,2024-03-03,Standard,APAC,1
sub_01278,2023-12-11,Standard,Europe,1
sub_01279,2025-06-11,Basic,APAC,0
sub_01280,2023-10-06,Basic,North America,1
sub_01281,2024-01-04,Basic,Latin America,1
sub_01282,2024-01-04,Basic,Latin America,0
sub_01283,2024-09-08,Standard,Europe,0
sub_01284,2023-11-21,Basic,APAC,0
sub_01285,2024-09-16,Basic,North America,1
sub_01286,2025-05-12,Standard,APAC,1
sub_01287,2023-09-06,Standard,APAC,1
sub_01288,2024-12-31,Standard,APAC,0
sub_01289,2025-04-05,Premium,APAC,0
sub_01290,2024-03-28,Basic,Europe,0
sub_01291,2024-12-31,Premium,APAC,0
sub_01292,2023-10-11,Basic,Europe,1
sub_01293,2024-08-03,Standard,North America,0
sub_01294,2025-06-13,Premium,North America,0
sub_01295,2023-08-05,Premium,APAC,1
sub_01296,2024-06-13,Standard,Europe,0
sub_01297,2024-12-10,Standard,Europe,0
sub_01298,2024-02-18,Basic,Latin America,1
sub_01299,2024-06-02,Standard,Europe,0
sub_01300,2025-05-26,Premium,North America,0
sub_01301,2023-12-21,Premium,North America,0
sub_01302,2024-09-02,Standard,Europe,1
sub_01303,2024-02-01,Basic,APAC,0
sub_01304,2023-09-14,Standard,Europe,1
sub_01305,2024-04-05,Basic,Europe,1
sub_01306,2024-02-22,Basic,APAC,1
sub_01307,2024-12-16,Basic,APAC,0
sub_01308,2024-12-28,Standard,APAC,0
sub_01309,2024-08-23,Basic,North America,0
sub_01310,2023-10-15,Basic,APAC,0
sub_01311,2024-06-06,Basic,Europe,1
sub_01312,2024-10-10,Premium,North America,1
sub_01313,2023-12-06,Standard,Europe,1
sub_01314,2023-10-15,Basic,APAC,0
sub_01315,2023-09-09,Basic,Europe,0
sub_01316,2024-11-14,Standard,APAC,0
sub_01317,2024-01-25,Basic,North America,0
sub_01318,2024-04-20,Standard,North America,1
sub_01319,2024-07-30,Standard,North America,1
sub_01320,2024-09-05,Premium,North America,1
sub_01321,2025-03-26,Basic,Europe,0
sub_01322,2024-12-02,Standard,APAC,0
sub_01323,2024-05-19,Basic,APAC,1
sub_01324,2023-09-21,Premium,North America,1
sub_01325,2023-10-05,Premium,North America,0
sub_01326,2025-02-02,Standard,North America,0
sub_01327,2024-02-16,Standard,Europe,1
sub_01328,2025-04-17,Basic,North America,1
sub_01329,2024-02-19,Premium,Europe,0
sub_01330,2024-10-15,Standard,APAC,0
sub_01331,2024-07-29,Basic,Europe,0
sub_01332,2024-01-20,Standard,North America,1
sub_01333,2024-08-16,Standard,North America,1
sub_01334,2023-11-16,Premium,Europe,1
sub_01335,2024-05-30,Standard,Europe,1
sub_01336,2023-07-02,Standard,North America,0
sub_01337,2024-03-17,Standard,APAC,1
sub_01338,2024-11-16,Basic,Europe,1
sub_01339,2023-12-09,Basic,Europe,0
sub_01340,2024-08-28,Basic,North America,1
sub_01341,2024-05-30,Premium,North America,1
sub_01342,2025-03-11,Standard,North America,0
sub_01343,2025-03-23,Standard,North America,0
sub_01344,2024-05-01,Basic,Europe,0
sub_01345,2025-02-03,Basic,Europe,0
sub_01346,2023-07-03,Standard,APAC,1
sub_01347,2023-10-13,Basic,Latin America,1
sub_01348,2024-02-01,Basic,North America,1
sub_01349,2024-01-07,Premium,North America,0
sub_01350,2024-04-16,Basic,APAC,1
sub_01351,2025-05-04,Basic,Latin America,0
sub_01352,2024-09-09,Standard,APAC,0
sub_01353,2024-06-27,Premium,North America,0
sub_01354,2023-08-31,Basic,North America,1
sub_01355,2025-01-10,Premium,North America,1
sub_01356,2024-06-26,Premium,APAC,0
sub_01357,2024-10-13,Standard,Europe,0
sub_01358,2025-03-12,Standard,Europe,0
sub_01359,2025-04-04,Standard,Europe,0
sub_01360,2024-09-28,Standard,North America,1
sub_01361,2025-04-18,Standard,Europe,0
sub_01362,2025-04-29,Standard,North America,1
sub_01363,2024-10-08,Basic,Europe,0
sub_01364,2025-01-23,Basic,APAC,0
sub_01365,2024-05-15,Standard,Europe,1
sub_01366,2025-06-04,Basic,North America,0
sub_01367,2024-11-12,Standard,APAC,0
sub_01368,2024-07-27,Standard,APAC,0
sub_01369,2023-07-28,Premium,North America,1
sub_01370,2024-03-19,Basic,North America,1
sub_01371,2023-09-25,Standard,Europe,0
sub_01372,2024-10-14,Standard,North America,0
sub_01373,2024-07-30,Basic,North America,0
sub_01374,2024-08-20,Basic,North America,1
sub_01375,2023-09-20,Basic,North America,0
sub_01376,2023-07-31,Basic,Europe,0
sub_01377,2023-07-28,Basic,Europe,1
sub_01378,2023-12-26,Standard,North America,1
sub_01379,2024-06-21,Standard,APAC,0
sub_01380,2024-05-25,Basic,North America,1
sub_01381,2023-07-15,Basic,North America,0
sub_01382,2024-11-25,Basic,North America,0
sub_01383,2024-10-11,Standard,APAC,1
sub_01384,2023-09-13,Basic,Latin America,1
sub_01385,2024-09-13,Standard,Europe,0
sub_01386,2024-12-30,Basic,North America,1
sub_01387,2024-05-11,Basic,North America,0
sub_01388,2024-10-27,Premium,North America,1
sub_01389,2023-09-18,Basic,APAC,0
sub_01390,2023-09-05,Basic,North America,1
sub_01391,2024-11-09,Basic,Latin America,0
sub_01392,2024-06-02,Premium,Europe,0
sub_01393,2023-07-13,Standard,Europe,1
sub_01394,2024-01-02,Standard,APAC,1
sub_01395,2025-01-13,Premium,North America,1
sub_01396,2024-04-20,Basic,APAC,1
sub_01397,2024-03-30,Premium,North America,0
sub_01398,2024-03-06,Basic,APAC,1
sub_01399,2025-05-30,Standard,Europe,0
sub_01400,2024-11-14,Standard,North America,0
sub_01401,2023-10-14,Basic,APAC,1
sub_01402,2024-12-26,Premium,North America,0
sub_01403,2024-11-14,Basic,North America,0
sub_01404,2024-10-29,Premium,APAC,1
sub_01405,2025-02-09,Basic,Europe,1
sub_01406,2025-02-25,Standard,APAC,0
sub_01407,2024-10-11,Premium,Europe,1
sub_01408,2023-09-29,Basic,Europe,0
sub_01409,2025-06-15,Premium,North America,1
sub_01410,2024-11-26,Standard,North America,1
sub_01411,2025-05-04,Standard,Latin America,1
sub_01412,2024-05-10,Basic,North America,0
sub_01413,2024-12-19,Standard,Europe,0
sub_01414,2023-11-27,Standard,North America,1
sub_01415,2024-04-24,Standard,North America,0
sub_01416,2023-12-03,Basic,Europe,0
sub_01417,2024-03-19,Basic,APAC,0
sub_01418,2024-08-07,Premium,APAC,1
sub_01419,2023-10-09,Basic,APAC,0
sub_01420,2024-07-10,Standard,North America,0
sub_01421,2023-08-06,Premium,Europe,0
sub_01422,2023-07-05,Basic,North America,1
sub_01423,2024-04-21,Basic,APAC,1
sub_01424,2024-02-19,Standard,North America,0
sub_01425,2024-12-15,Basic,Europe,0
sub_01426,2023-11-11,Standard,North America,1
sub_01427,2024-02-22,Standard,APAC,0
sub_01428,2023-09-09,Standard,APAC,0
sub_01429,2024-12-07,Basic,APAC,0
sub_01430,2023-12-01,Standard,North America,0
sub_01431,2024-07-15,Standard,Latin America,0
sub_01432,2025-02-04,Basic,North America,1
sub_01433,2025-02-14,Standard,North America,0
sub_01434,2024-05-10,Premium,North America,1
sub_01435,2024-10-31,Standard,North America,0
sub_01436,2025-04-05,Standard,Europe,0
sub_01437,2024-08-15,Basic,North America,0
sub_01438,2024-03-06,Basic,North America,1
sub_01439,2024-10-31,Basic,Europe,1
sub_01440,2023-08-02,Basic,APAC,1
sub_01441,2023-12-06,Premium,Europe,0
sub_01442,2024-06-14,Basic,Europe,0
sub_01443,2023-08-17,Premium,North America,0
sub_01444,2024-08-10,Basic,APAC,0
sub_01445,2025-03-08,Basic,North America,1
sub_01446,2025-05-22,Standard,North America,0
sub_01447,2023-08-15,Basic,North America,0
sub_01448,2023-07-30,Premium,Europe,0
sub_01449,2024-01-04,Premium,North America,0
sub_01450,2025-04-04,Premium,Europe,0
sub_01451,2024-11-18,Basic,North America,1
sub_01452,2025-05-18,Premium,Europe,0
sub_01453,2025-05-11,Basic,Europe,1
sub_01454,2024-12-22,Premium,North America,0
sub_01455,2024-05-03,Standard,Europe,1
sub_01456,2025-05-01,Basic,Europe,1
sub_01457,2023-07-13,Basic,Europe,0
sub_01458,2024-07-26,Basic,North America,0
sub_01459,2024-12-10,Basic,Europe,0
sub_01460,2024-06-12,Premium,North America,0
sub_01461,2023-11-29,Premium,North America,0
sub_01462,2024-11-05,Premium,North America,1
sub_01463,2025-05-13,Basic,Europe,1
sub_01464,2025-05-11,Standard,North America,1
sub_01465,2023-10-15,Basic,Europe,1
sub_01466,2025-03-29,Standard,North America,0
sub_01467,2024-03-18,Basic,APAC,0
sub_01468,2024-09-14,Basic,North America,1
sub_01469,2023-12-08,Standard,Europe,1
sub_01470,2025-05-04,Basic,APAC,1
sub_01471,2023-09-13,Standard,North America,1
sub_01472,2024-02-03,Standard,North America,0
sub_01473,2024-07-30,Basic,Europe,0
sub_01474,2025-01-19,Premium,Latin America,0
sub_01475,2023-07-18,Standard,Latin America,1
sub_01476,2024-11-12,Premium,North America,0
sub_01477,2024-06-30,Standard,APAC,0
sub_01478,2024-09-07,Standard,North America,1
sub_01479,2025-01-02,Standard,North America,1
sub_01480,2024-08-22,Premium,Europe,0
sub_01481,2025-02-28,Standard,Europe,1
sub_01482,2025-06-15,Basic,Europe,1
sub_01483,2024-11-21,Basic,APAC,0
sub_01484,2025-03-28,Standard,North America,0
sub_01485,2024-08-24,Basic,Europe,0
sub_01486,2023-10-08,Basic,North America,1
sub_01487,2025-02-20,Basic,North America,1
sub_01488,2025-06-16,Standard,North America,1
sub_01489,2025-03-29,Basic,Latin America,1
sub_01490,2024-06-18,Standard,Europe,0
sub_01491,2024-12-02,Premium,North America,1
sub_01492,2024-07-01,Premium,Europe,0
sub_01493,2025-05-27,Basic,Latin America,0
sub_01494,2024-10-21,Standard,Latin America,0
sub_01495,2024-08-27,Standard,Europe,1
sub_01496,2024-08-12,Standard,North America,1
sub_01497,2024-05-18,Standard,Europe,1
sub_01498,2023-12-06,Basic,APAC,1
sub_01499,2024-07-17,Premium,APAC,1
sub_01500,2023-10-23,Basic,APAC,0
sub_01501,2024-06-02,Premium,Europe,1
sub_01502,2024-12-12,Standard,North America,0
sub_01503,2025-01-04,Basic,Europe,1
sub_01504,2024-10-29,Standard,North America,1
sub_01505,2024-04-15,Basic,North America,0
sub_01506,2024-12-25,Premium,Europe,0
sub_01507,2023-09-01,Standard,Europe,0
sub_01508,2024-07-08,Basic,APAC,1
sub_01509,2023-10-07,Basic,APAC,0
sub_01510,2024-02-13,Premium,APAC,1
sub_01511,2024-10-21,Basic,APAC,0
sub_01512,2025-01-04,Premium,APAC,0
sub_01513,2024-01-01,Premium,North America,1
sub_01514,2024-10-23,Standard,Europe,0
sub_01515,2024-12-22,Basic,North America,1
sub_01516,2023-08-20,Standard,North America,0
sub_01517,2024-07-06,Premium,North America,0
sub_01518,2025-05-13,Basic,APAC,0
sub_01519,2024-06-27,Basic,APAC,1
sub_01520,2024-07-22,Basic,Latin America,1
sub_01521,2023-10-07,Basic,Latin America,1
sub_01522,2024-01-24,Standard,APAC,0
sub_01523,2025-01-30,Standard,North America,0
sub_01524,2025-03-01,Standard,APAC,0
sub_01525,2024-04-10,Basic,APAC,1
sub_01526,2025-05-14,Basic,APAC,0
sub_01527,2024-10-31,Basic,North America,1
sub_01528,2025-03-10,Premium,North America,0
sub_01529,2025-06-02,Standard,Latin America,1
sub_01530,2023-08-29,Basic,North America,0
sub_01531,2025-04-13,Premium,North America,1
sub_01532,2025-06-10,Basic,Europe,0
sub_01533,2023-08-19,Basic,North America,1
sub_01534,2025-02-02,Basic,North America,1
sub_01535,2023-11-10,Premium,Latin America,0
sub_01536,2025-05-25,Standard,APAC,1
sub_01537,2025-02-27,Standard,Latin America,0
sub_01538,2025-03-29,Basic,North America,0
sub_01539,2024-01-28,Basic,North America,0
sub_01540,2024-03-29,Standard,Europe,1
sub_01541,2024-07-11,Basic,Europe,0
sub_01542,2024-12-25,Premium,North America,0
sub_01543,2025-04-14,Premium,APAC,0
sub_01544,2024-05-05,Standard,Latin America,0
sub_01545,2025-01-02,Standard,Europe,1
sub_01546,2024-04-20,Premium,North America,0
sub_01547,2024-02-10,Standard,North America,0
sub_01548,2023-10-17,Standard,North America,0
sub_01549,2024-06-28,Premium,North America,1
sub_01550,2025-06-13,Basic,Europe,1
sub_01551,2024-11-28,Premium,Europe,0
sub_01552,2023-10-14,Basic,Europe,0
sub_01553,2024-05-31,Standard,APAC,1
sub_01554,2024-03-30,Premium,North America,0
sub_01555,2024-07-24,Standard,North America,1
sub_01556,2025-02-20,Standard,North America,1
sub_01557,2023-09-13,Standard,North America,0
sub_01558,2023-12-11,Basic,Europe,0
sub_01559,2023-07-05,Basic,APAC,1
sub_01560,2023-10-13,Basic,APAC,0
sub_01561,2024-11-20,Standard,Europe,0
sub_01562,2024-12-16,Standard,North America,0
sub_01563,2024-12-21,Basic,North America,0
sub_01564,2023-08-29,Premium,North America,0
sub_01565,2024-05-14,Basic,North America,0
sub_01566,2024-07-26,Standard,APAC,0
sub_01567,2023-07-24,Standard,Europe,1
sub_01568,2024-04-10,Basic,North America,1
sub_01569,2023-09-04,Standard,North America,1
sub_01570,2023-07-12,Standard,North America,1
sub_01571,2025-04-21,Basic,Latin America,1
sub_01572,2024-10-01,Premium,North America,1
sub_01573,2024-01-08,Premium,North America,0
sub_01574,2023-11-12,Standard,North America,0
sub_01575,2025-03-02,Premium,APAC,1
sub_01576,2024-11-01,Premium,Europe,1
sub_01577,2024-05-20,Basic,Europe,0
sub_01578,2023-11-22,Standard,North America,0
sub_01579,2025-03-28,Standard,North America,1
sub_01580,2024-04-12,Basic,APAC,0
sub_01581,2024-11-16,Basic,North America,0
sub_01582,2025-01-13,Basic,North America,1
sub_01583,2024-06-12,Standard,Europe,0
sub_01584,2024-08-24,Premium,North America,1
sub_01585,2024-03-18,Premium,North America,1
sub_01586,2024-11-01,Basic,APAC,1
sub_01587,2023-11-05,Basic,Europe,0
sub_01588,2025-04-22,Standard,North America,0
sub_01589,2023-10-08,Standard,North America,0
sub_01590,2025-05-26,Premium,APAC,1
sub_01591,2024-01-07,Premium,North America,1
sub_01592,2024-10-11,Premium,North America,0
sub_01593,2024-09-15,Premium,Europe,0
sub_01594,2025-06-03,Premium,Europe,0
sub_01595,2024-01-31,Standard,Latin America,0
sub_01596,2025-02-18,Basic,North America,0
sub_01597,2024-03-02,Basic,North America,0
sub_01598,2024-01-14,Basic,Europe,1
sub_01599,2023-10-20,Basic,Europe,0
sub_01600,2024-01-27,Basic,North America,0
sub_01601,2024-11-13,Premium,Europe,0
sub_01602,2024-01-05,Basic,North America,1
sub_01603,2023-11-03,Premium,APAC,1
sub_01604,2024-11-01,Premium,APAC,0
sub_01605,2025-03-20,Standard,Europe,1
sub_01606,2023-09-18,Standard,Latin America,0
sub_01607,2025-03-03,Basic,Latin America,0
sub_01608,2024-04-17,Standard,North America,0
sub_01609,2024-12-29,Basic,North America,1
sub_01610,2025-03-18,Premium,Europe,1
sub_01611,2023-12-09,Basic,North America,1
sub_01612,2025-03-06,Basic,North America,0
sub_01613,2024-02-23,Standard,North America,0
sub_01614,2024-02-06,Standard,Latin America,1
sub_01615,2025-05-04,Standard,North America,1
sub_01616,2025-02-13,Standard,APAC,0
sub_01617,2023-11-26,Basic,North America,0
sub_01618,2024-06-18,Standard,North America,1
sub_01619,2025-03-22,Basic,APAC,0
sub_01620,2023-07-07,Basic,North America,1
sub_01621,2024-12-09,Basic,North America,1
sub_01622,2025-06-14,Basic,North America,1
sub_01623,2023-08-25,Basic,Europe,1
sub_01624,2025-06-05,Standard,North America,0
sub_01625,2024-05-16,Basic,North America,0
sub_01626,2023-07-06,Basic,North America,1
sub_01627,2024-04-29,Standard,North America,0
sub_01628,2024-04-24,Basic,North America,1
sub_01629,2024-09-12,Standard,Europe,0
sub_01630,2025-03-18,Premium,North America,0
sub_01631,2024-05-02,Standard,North America,0
sub_01632,2023-09-13,Premium,Europe,0
sub_01633,2025-04-12,Basic,APAC,1
sub_01634,2023-09-25,Basic,North America,1
sub_01635,2024-08-23,Standard,North America,1
sub_01636,2024-05-29,Premium,North America,1
sub_01637,2025-02-18,Premium,Latin America,0
sub_01638,2024-03-28,Basic,North America,0
sub_01639,2025-02-06,Premium,North America,1
sub_01640,2024-12-03,Basic,Europe,1
sub_01641,2024-01-17,Basic,North America,0
sub_01642,2025-05-11,Basic,North America,0
sub_01643,2024-07-31,Premium,North America,0
sub_01644,2024-04-17,Basic,Europe,0
sub_01645,2025-03-14,Premium,Europe,1
sub_01646,2024-11-17,Standard,Europe,1
sub_01647,2024-10-14,Standard,APAC,1
sub_01648,2024-02-27,Standard,North America,0
sub_01649,2023-07-18,Premium,Latin America,0
sub_01650,2023-10-27,Basic,APAC,1
sub_01651,2025-02-01,Basic,APAC,1
sub_01652,2025-06-03,Standard,APAC,0
sub_01653,2025-05-10,Basic,North America,0
sub_01654,2024-04-16,Basic,North America,1
sub_01655,2025-02-25,Basic,Europe,1
sub_01656,2025-01-02,Basic,North America,0
sub_01657,2023-10-19,Basic,Europe,1
sub_01658,2023-09-30,Basic,North America,0
sub_01659,2023-10-25,Premium,North America,1
sub_01660,2024-12-17,Basic,Latin America,0
sub_01661,2024-03-30,Premium,Europe,0
sub_01662,2024-04-05,Premium,Europe,0
sub_01663,2025-02-04,Basic,North America,0
sub_01664,2024-05-16,Standard,Europe,0
sub_01665,2024-06-05,Standard,APAC,1
sub_01666,2024-09-06,Standard,Europe,0
sub_01667,2023-12-26,Basic,Europe,0
sub_01668,2024-02-17,Basic,Europe,0
sub_01669,2024-05-31,Basic,North America,1
sub_01670,2024-01-14,Standard,Europe,0
sub_01671,2023-12-18,Premium,Latin America,1
sub_01672,2024-05-07,Standard,Europe,0
sub_01673,2024-12-07,Standard,North America,1
sub_01674,2023-12-21,Premium,Europe,1
sub_01675,2024-01-20,Standard,Europe,0
sub_01676,2023-07-13,Basic,Latin America,1
sub_01677,2025-03-01,Premium,APAC,0
sub_01678,2024-08-20,Basic,North America,1
sub_01679,2023-08-25,Basic,North America,0
sub_01680,2024-06-13,Standard,Europe,1
sub_01681,2023-08-12,Premium,North America,1
sub_01682,2025-06-08,Basic,Europe,0
sub_01683,2025-05-22,Standard,APAC,0
sub_01684,2023-11-25,Basic,Europe,0
sub_01685,2024-10-03,Basic,North America,0
sub_01686,2024-06-09,Basic,APAC,1
sub_01687,2024-08-14,Standard,APAC,1
sub_01688,2024-08-28,Premium,North America,1
sub_01689,2023-08-14,Basic,Europe,1
sub_01690,2025-04-10,Basic,Europe,1
sub_01691,2023-12-12,Basic,APAC,0
sub_01692,2023-09-19,Basic,North America,0
sub_01693,2024-03-03,Standard,North America,0
sub_01694,2024-09-07,Standard,Europe,0
sub_01695,2025-02-22,Standard,North America,0
sub_01696,2024-02-14,Basic,North America,1
sub_01697,2024-07-16,Standard,APAC,0
sub_01698,2025-03-02,Basic,North America,1
sub_01699,2024-10-02,Basic,Europe,1
sub_01700,2023-07-29,Premium,Latin America,1
sub_01701,2024-12-08,Premium,Europe,0
sub_01702,2025-02-09,Premium,Europe,1
sub_01703,2024-02-14,Premium,Europe,0
sub_01704,2025-01-25,Standard,North America,1
sub_01705,2023-08-28,Premium,North America,1
sub_01706,2023-10-10,Standard,Europe,0
sub_01707,2023-07-13,Basic,North America,1
sub_01708,2023-09-02,Basic,North America,1
sub_01709,2024-12-24,Basic,North America,0
sub_01710,2025-01-16,Basic,APAC,0
sub_01711,2024-10-14,Basic,North America,0
sub_01712,2024-07-15,Standard,APAC,0
sub_01713,2023-09-25,Premium,North America,1
sub_01714,2024-01-08,Standard,Europe,1
sub_01715,2024-03-12,Basic,North America,1
sub_01716,2023-09-27,Standard,North America,0
sub_01717,2024-03-11,Basic,Europe,1
sub_01718,2024-09-18,Basic,Europe,1
sub_01719,2024-08-25,Basic,North America,0
sub_01720,2024-06-11,Basic,Europe,0
sub_01721,2025-04-14,Basic,Europe,1
sub_01722,2024-01-02,Premium,North America,1
sub_01723,2024-03-06,Premium,Europe,0
sub_01724,2024-01-10,Standard,North America,0
sub_01725,2024-05-30,Basic,Europe,0
sub_01726,2023-12-04,Premium,North America,0
sub_01727,2023-08-06,Standard,Europe,0
sub_01728,2024-05-04,Basic,North America,1
sub_01729,2024-08-02,Standard,Europe,1
sub_01730,2025-04-03,Standard,Europe,0
sub_01731,2023-12-07,Standard,Latin America,1
sub_01732,2023-09-08,Basic,Europe,0
sub_01733,2024-02-02,Standard,APAC,1
sub_01734,2023-10-06,Basic,North America,1
sub_01735,2023-10-09,Basic,North America,1
sub_01736,2023-11-23,Basic,North America,1
sub_01737,2024-06-21,Premium,Europe,1
sub_01738,2025-04-06,Basic,Europe,0
sub_01739,2025-06-14,Basic,APAC,0
sub_01740,2025-01-21,Basic,Europe,0
sub_01741,2024-08-12,Premium,Europe,0
sub_01742,2024-01-01,Standard,North America,1
sub_01743,2024-07-25,Premium,North America,0
sub_01744,2025-05-31,Basic,APAC,0
sub_01745,2025-01-17,Basic,North America,1
sub_01746,2023-07-16,Standard,North America,0
sub_01747,2023-07-10,Basic,Latin America,1
sub_01748,2024-09-19,Premium,Latin America,1
sub_01749,2023-11-18,Premium,Europe,1
sub_01750,2024-01-18,Standard,North America,1
sub_01751,2023-08-20,Premium,APAC,0
sub_01752,2023-09-20,Standard,North America,1
sub_01753,2024-03-23,Basic,Europe,0
sub_01754,2024-09-07,Standard,North America,1
sub_01755,2024-03-25,Basic,Latin America,0
sub_01756,2024-10-31,Premium,Latin America,0
sub_01757,2024-10-10,Basic,Europe,1
sub_01758,2024-04-07,Basic,North America,1
sub_01759,2024-05-03,Standard,Europe,1
sub_01760,2024-04-27,Basic,North America,1
sub_01761,2024-09-14,Basic,APAC,0
sub_01762,2024-08-28,Standard,North America,1
sub_01763,2025-06-09,Basic,North America,1
sub_01764,2024-04-12,Standard,APAC,0
sub_01765,2024-04-30,Basic,Europe,1
sub_01766,2023-08-17,Basic,APAC,0
sub_01767,2024-06-20,Basic,North America,0
sub_01768,2024-07-17,Premium,APAC,1
sub_01769,2025-04-29,Premium,North America,0
sub_01770,2025-01-27,Basic,North America,1
sub_01771,2024-10-17,Premium,Europe,1
sub_01772,2024-09-19,Standard,North America,0
sub_01773,2024-09-30,Standard,Europe,1
sub_01774,2024-09-07,Standard,North America,0
sub_01775,2023-12-14,Standard,North America,1
sub_01776,2025-03-15,Premium,APAC,1
sub_01777,2024-10-22,Standard,North America,0
sub_01778,2025-02-20,Standard,Europe,1
sub_01779,2024-11-08,Basic,APAC,0
sub_01780,2024-02-12,Basic,North America,1
sub_01781,2025-05-14,Standard,APAC,1
sub_01782,2024-10-16,Basic,North America,0
sub_01783,2025-05-31,Basic,North America,0
sub_01784,2023-08-03,Basic,North America,0
sub_01785,2024-01-13,Basic,APAC,1
sub_01786,2024-12-24,Standard,Europe,1
sub_01787,2025-01-26,Standard,Europe,1
sub_01788,2025-04-07,Standard,Latin America,1
sub_01789,2024-07-13,Basic,North America,1
sub_01790,2023-12-25,Standard,APAC,0
sub_01791,2024-04-24,Basic,APAC,0
sub_01792,2023-09-25,Standard,Latin America,1
sub_01793,2024-10-13,Standard,Latin America,1
sub_01794,2024-11-29,Standard,Latin America,0
sub_01795,2024-07-09,Standard,North America,1
sub_01796,2025-01-23,Premium,APAC,0
sub_01797,2023-07-19,Premium,APAC,0
sub_01798,2025-02-03,Standard,Europe,1
sub_01799,2024-07-09,Standard,North America,1
sub_01800,2024-06-08,Basic,Latin America,1
sub_01801,2025-05-07,Premium,North America,1
sub_01802,2024-07-16,Basic,Europe,1
sub_01803,2024-07-26,Basic,Europe,0
sub_01804,2024-12-13,Premium,North America,1
sub_01805,2025-03-17,Standard,APAC,0
sub_01806,2025-05-15,Basic,North America,0
sub_01807,2025-06-10,Basic,Europe,1
sub_01808,2024-07-07,Basic,APAC,0
sub_01809,2025-04-13,Standard,North America,1
sub_01810,2023-07-31,Basic,APAC,1
sub_01811,2024-12-23,Premium,North America,1
sub_01812,2024-03-06,Premium,APAC,0
sub_01813,2024-02-20,Standard,Latin America,1
sub_01814,2024-06-27,Standard,North America,0
sub_01815,2023-09-23,Basic,Europe,0
sub_01816,2025-03-29,Basic,Europe,1
sub_01817,2024-12-31,Standard,Europe,0
sub_01818,2024-12-18,Basic,APAC,1
sub_01819,2025-03-12,Basic,Europe,0
sub_01820,2024-11-17,Basic,Europe,1
sub_01821,2024-11-05,Basic,North America,0
sub_01822,2023-12-17,Standard,North America,1
sub_01823,2024-11-13,Standard,APAC,0
sub_01824,2023-09-28,Premium,North America,0
sub_01825,2023-12-11,Standard,Europe,0
sub_01826,2023-09-10,Premium,North America,0
sub_01827,2025-04-02,Standard,APAC,0
sub_01828,2023-07-13,Premium,Europe,0
sub_01829,2024-04-03,Standard,North America,0
sub_01830,2023-07-14,Basic,North America,1
sub_01831,2024-10-05,Premium,Europe,0
sub_01832,2023-08-04,Basic,Latin America,1
sub_01833,2024-04-21,Basic,Europe,1
sub_01834,2025-04-26,Basic,Europe,1
sub_01835,2024-08-27,Basic,APAC,1
sub_01836,2025-03-10,Basic,North America,0
sub_01837,2023-08-13,Standard,Europe,0
sub_01838,2024-11-11,Premium,North America,0
sub_01839,2025-01-08,Basic,North America,0
sub_01840,2024-05-17,Standard,APAC,1
sub_01841,2024-08-16,Basic,APAC,1
sub_01842,2025-04-08,Premium,Latin America,1
sub_01843,2023-11-10,Basic,APAC,1
sub_01844,2023-10-20,Basic,Europe,1
sub_01845,2024-01-02,Standard,North America,0
sub_01846,2024-04-01,Standard,Europe,0
sub_01847,2024-09-01,Premium,Latin America,0
sub_01848,2024-05-24,Standard,APAC,1
sub_01849,2024-06-08,Premium,Europe,0
